Name,Set,Type,Numbered,Team
Zdeno Chara,2015-16 Upper Deck UD Canvas #C127,Parallel,,Bruins
Teemu Selanne,2016-17 Artifacts Ruby #159,Parallel,294/299,Mighty Ducks
Brett Hull,2016-17 Artifacts Silver #157,Parallel,205/499,Blues
Nathan MacKinnon,2016-17 Fleer Showcase Red Glow #87,Parallel,,Avalanche
Nikita Kucherov,2016-17 Parkhurst Red Border #283,Parallel,,Lightning
Kyle Connor,2016-17 SP Authentic Silver Skates #SS-KC,Insert,,Jets
Zach Werenski,2016-17 SP Game Used Rookie Relics #RRB-ZW,Game Used,094/199,Blue Jackets
Johnny Gaudreau,2016-17 Spx Double XL Materials #XXL-JG,Game Used,059/199,Flames
Roberto Luongo,2016-17 Upper Deck Clear Cut #83,Parallel,,Panthers
Nikita Kucherov,2016-17 Upper Deck Goalie Nightmares #GN-26,Insert,,Lightning
Patrick Kane,2016-17 Upper Deck Goalie Nightmares #GN-7,Insert,,Blackhawks
Alex Ovechkin,2016-17 Upper Deck MVP Colors & Contours Level 3 Purple #239,Insert,,Capitals
Anze Kopitar,2016-17 Upper Deck Premier Jersey #9,Game Used,079/199,Kings
Patrick Kane,2016-17 Upper Deck Trilogy Blue Foil #1,Parallel,614/849,Blackhawks
Jarome Iginla,2016-17 Upper Deck Trilogy Blue Foil #14,Parallel,517/849,Avalanche
Aleksander Barkov,2016-17 Upper Deck Trilogy Blue Foil #28,Parallel,117/849,Panthers
Nikita Kucherov,2016-17 Upper Deck Trilogy Blue Foil #29,Parallel,846/849,Lightning
Johnny Gaudreau,2016-17 Upper Deck Trilogy Blue Foil #40,Parallel,120/849,Flames
Phil Kessel,2016-17 Upper Deck Trilogy Blue Foil #46,Parallel,504/849,Penguins
Sidney Crosby,2016-17 Upper Deck UD Portraits #P-49,Insert,,Penguins
Josh Morrissey,2016-17 Upper Deck Young Guns UD Canvas #C231,Insert,,Jets
Jordan Binnington,2017-18 O-Pee-Chee Platinum Rainbow Black #383,Parallel,037/100,Hurricanes
Jordan Staal,2017-18 O-Pee-Chee Rainbow Black #245,Parallel,037/100,Hurricanes
Aleksander Barkov,2017-18 Upper Deck Exclusives #327,Parallel,098/100,Panthers
Brock Nelson,2017-18 Upper Deck MVP Colors and Contours #125,Insert,,Islanders
Sam Bennett,2017-18 Upper Deck MVP Colors and Contours #132,Insert,,Flames
Sam Reinhart,2017-18 Upper Deck MVP Colors and Contours #149,Insert,,Sabres
Mats Zuccarello,2017-18 Upper Deck Shining Stars #SSR-5,Insert,,Rangers
Patrick Kane,2017-18 Upper Deck Shining Stars Red #SSR-8,Insert,,Blackhawks
Nathan MacKinnon,2017-18 Upper Deck Trilogy Blue Foil #22,Parallel,092/999,Avalanche
Nikita Kucherov,2017-18 Upper Deck Trilogy Blue Foil #24,Parallel,564/999,Lightning
Patrick Kane,2017-18 Upper Deck Trilogy Blue Foil #25,Parallel,818/999,Blackhawks
Anze Kopitar,2017-18 Upper Deck Trilogy Blue Foil #32,Parallel,897/999,Kings
Alex Ovechkin,2017-18 Upper Deck Trilogy Blue Foil #5,Parallel,013/999,Capitals
Steven Stamkos,2018-19 SP Authentic All-Star Skills Fabric #AS-SS,Game Used,,Lightning
Connor McDavid,2018-19 SP Authentic Blue #20,Parallel,,Oilers
Jarome Iginla,2018-19 SP Authentic Red #97,Parallel,,Flames
Nathan MacKinnon,2018-19 Upper Deck Clear Cut #50,Parallel,,Avalanche
Henrik Lundqvist,2018-19 Upper Deck Ice Green #19,Parallel,,Rangers
Mitch Marner,2018-19 Upper Deck Ice Green #28,Parallel,,Maple Leafs
Steven Stamkos,2018-19 Upper Deck Ice Green #29,Parallel,,Lightning
Aleksander Barkov,2018-19 Upper Deck Ice Green #30,Parallel,,Panthers
Mikko Rantanen,2018-19 Upper Deck Ice Green #38,Parallel,,Avalanche
Clayton Keller,2018-19 Upper Deck MVP Colors & Contours #23,Parallel,183/198,Coyotes
Evgeni Malkin,2018-19 Upper Deck MVP Colors & Contours #91,Parallel,038/198,Penguins
Alex Ovechkin,2018-19 Upper Deck Tim Hortons Superstar Showcase #SS-10,Insert,,Capitals
Evgeni Malkin,2019-20 Artifacts #135,Base,223/699,Penguins
Marc-Andre Fleury,2019-20 Artifacts Ruby #107,Parallel,248/399,Golden Knights
Evgeni Malkin,2019-20 Artifacts Ruby #135,Parallel,076/399,Penguins
Henrik Sedin,2019-20 Artifacts Ruby #154,Parallel,009/399,Canucks
Mike Modano,2019-20 Artifacts Ruby #155,Parallel,285/399,Stars
Nick Suzuki,2019-20 Exquisite Collection Rookies #R12,Insert,190/399,Canadiens
Zach Werenski,2019-20 O-Pee-Chee Platinum Rainbow #7,Parallel,,Blue Jackets
Artemi Panarin,2019-20 O-Pee-Chee Platinum Rainbow #8,Parallel,,Rangers
Patrick Kane,2019-20 O-Pee-Chee Retro Black #597,Parallel,015/100,Blackhawks
Connor McDavid,2019-20 Parkhurst View from the Ice #V-15,Insert,,Oilers
Alex Ovechkin,2019-20 SP Authentic Limited Red #100,Parallel,,Capitals
Nathan MacKinnon,2019-20 SP Authentic Spectrum FX #S-11,Insert,,Avalanche
Patrick Kane,2019-20 Upper Deck Allure Orange Slice #55,Parallel,098/199,Blackhawks
Nathan MacKinnon,2019-20 Upper Deck Credentials Red #28,Parallel,004/199,Avalanche
Quinn Hughes,2019-20 Upper Deck MVP #248,Base,091/100,Canucks
Brady Tkachuk,2019-20 Upper Deck MVP Colors & Contours #15,Parallel,217/249,Senators
Filip Forsberg,2019-20 Upper Deck MVP Colors & Contours #36,Parallel,119/249,Predators
Evgeni Malkin,2019-20 Upper Deck MVP Colors & Contours #42,Parallel,247/249,Penguins
Nikita Kucherov,2019-20 Upper Deck MVP Laser Shots #S-8,Insert,,Lightning
Artemi Panarin,2019-20 Upper Deck MVP Stanley Cup Edition Colors and Contours #24,Parallel,156/249,Blue Jackets
Quinn Hughes,2019-20 Upper Deck Rookie Tribute Die-Cuts #5,Insert,,Canucks
Patrick Kane,2019-20 Upper Deck Stature Esteemed Green #E-24,Insert,66/99,Blackhawks
Nathan MacKinnon,2019-20 Upper Deck Tim Hortons Gold Etchings #GE-2,Insert,,Avalanche
Patrick Kane,2019-20 Upper Deck Tim Hortons Gold Etchings #GE-4,Parallel,,Blackhawks
Alex Ovechkin,2019-20 Upper Deck Tim Hortons Gold Etchings #GE-8,Parallel,,Capitals
Nathan MacKinnon,2019-20 Upper Deck Tim Hortons Red Die-Cut #DC-12,Parallel,,Avalanche
Cale Makar,2019-20 Upper Deck Tim Hortons Red Die-Cut #DC-19,Parallel,,Avalanche
Connor McDavid,2019-20 Upper Deck Tim Hortons Red Die-Cut #DC-28,Parallel,,Oilers
Sidney Crosby,2019-20 Upper Deck Tim Hortons Red Die-Cut #DC-4,Parallel,,Penguins
Nick Suzuki,2019-20 Upper Deck Trilogy Level 1 #79,Base,599/999,Canadiens
Connor McDavid/Alex Ovechkin,2019-20 Upper Deck UD Canvas #C90,Parallel,,Oilers/Capitals
Ilya Kovalchuk,2019-20 Upper Deck UD Exclusives #149,Parallel,090/100,Kings
T.J. Oshie,2019-20 Upper Deck UD Game Jersey #GJ-TJ,Game Used,,Capitals
Martin St. Louis,2020-21 Artifacts Copper #159,Parallel,231/299,Lightning
Jason Robertson,2020-21 Metal Universe 1997-98 Retro #R-37,Insert,,Stars
Jack Eichel,2020-21 Metal Universe 1997-98 Retro Purple Spectrum #A-5,Insert,095/199,Sabres
Nathan MacKinnon/Mikko Rantanen,2020-21 Metal Universe Alloyance #AL-13,Insert,,Avalanche
Jason Robertson,2020-21 Metal Universe Blue Spectrum #101,Parallel,,Stars
Brandon Hagel,2020-21 Metal Universe Blue Spectrum #116,Parallel,,Blackhawks
James Van Riemsdyk,2020-21 Metal Universe Blue Spectrum #22,Parallel,,Flyers
Brandon Hagel,2020-21 Metal Universe Silver Autograph #116,Autograph,317/399,Blackhawks
Brandon Hagel,2020-21 O-Pee-Chee Platinum Blue Surge #183,Parallel,,Blackhawks
Jason Robertson,2020-21 O-Pee-Chee Platinum Rainbow #159,Parallel,,Stars
Brandon Hagel,2020-21 O-Pee-Chee Platinum Rainbow #183,Parallel,,Blackhawks
Kyle Connor,2020-21 O-Pee-Chee Platinum Rainbow #38,Parallel,,Jets
Evgeni Malkin,2020-21 O-Pee-Chee Retro Black Border #167,Parallel,04/100,Penguins
Aleksander Barkov,2020-21 O-Pee-Chee Retro Black Border #22,Parallel,69/100,Panthers
Joe Thornton,2020-21 O-Pee-Chee Retro Black Border #405,Parallel,93/100,Sharks
Mats Sundin,2020-21 O-Pee-Chee Retro Black Border #536,Parallel,84/100,Maple Leafs
Teemu Selanne,2020-21 O-Pee-Chee Retro Black Border #545,Parallel,90/100,Mighty Ducks
Quinn Hughes,2020-21 O-Pee-Chee Retro Black Border #590,Parallel,06/100,Canucks
Cale Makar,2020-21 Parkhurst Gold #253,Parallel,,Avalanche
Sean Monahan,2020-21 Parkhurst Silver #172,Parallel,,Flames
Nathan MacKinnon,2020-21 Parkhurst Silver #222,Parallel,,Avalanche
Cale Makar,2020-21 Parkhurst Silver #253,Parallel,,Avalanche
Steven Stamkos,2020-21 Parkhurst Silver #271,Parallel,,Lightning
Alex Ovechkin,2020-21 Parkhurst Silver #279,Parallel,,Capitals
Marc-Andre Fleury,2020-21 Reflections Amethyst #46,Parallel,232/300,Golden Knights
Anze Kopitar,2020-21 SP Authentic �00-01 Retro Spectrum #R92,Parallel,015/100,Kings
Sidney Crosby,2020-21 SP Authentic Blue #76,Parallel,,Penguins
Kyle Connor,2020-21 SP Authentic Limited Red #4,Parallel,,Jets
Connor McDavid,2020-21 SP Authentic Spectrum FX #S36,Insert,,Oilers
Patrick Kane,2020-21 SP Game Used Edition Banner Year Jersey #BYJ-PK,Game Used,,Blackhawks
Nathan MacKinnon,2020-21 SP Game Used Edition Golden Burst #25,Parallel,146/265,Avalanche
Patrick Kane,2020-21 SP Game Used Edition Jersey #80,Game Used,,Blackhawks
Artemi Panarin,2020-21 Upper Deck Allure 2005 NHL Shield #25,Parallel,,Rangers
Dylan Larkin,2020-21 Upper Deck Allure 2005 NHL Shield #26,Parallel,,Red Wings
Nikita Kucherov,2020-21 Upper Deck Allure 2005 NHL Shield #44,Parallel,,Lightning
Jordan Binnington,2020-21 Upper Deck Allure 2005 NHL Shield #49,Parallel,,Blues
Anze Kopitar,2020-21 Upper Deck Allure 2005 NHL Shield #67,Parallel,,Kings
Jack Eichel,2020-21 Upper Deck Allure 2005 NHL Shield #68,Parallel,,Sabres
Steven Stamkos,2020-21 Upper Deck Allure City Celly #CC-7,Insert,,Lightning
Jason Robertson,2020-21 Upper Deck Allure Grand Entrance Red #GE-12,Insert,,Stars
Patrick Roy,2020-21 Upper Deck Black Diamond Diamonation #D-PR,Insert,70/99,Canadiens
Steven Stamkos,2020-21 Upper Deck Clear Cut #164,Parallel,,Lightning
Jack Eichel,2020-21 Upper Deck Clear Cut #21,Parallel,,Sabres
Nikita Kucherov,2020-21 Upper Deck Clear Cut #411,Parallel,,Lightning
Kyle Connor,2020-21 Upper Deck Clear Cut #443,Parallel,,Jets
Nathan MacKinnon,2020-21 Upper Deck Clear Cut #659,Parallel,,Avalanche
Connor McDavid,2020-21 Upper Deck Clear Cut #683,Parallel,,Oilers
Anze Kopitar,2020-21 Upper Deck Clear Cut #88,Parallel,,Kings
Brandon Hagel,2020-21 Upper Deck Credentials Debut Ticket Access Red #89,Insert,168/199,Blackhawks
Kirill Kaprizov,2020-21 Upper Deck Credentials Debut Ticket Access Yellow #144,Insert,058/249,Wild
Mark Scheifele,2020-21 Upper Deck Dazzlers Blue #DZ-100,Insert,,Jets
Nathan MacKinnon,2020-21 Upper Deck Dazzlers Blue #DZ-12,Insert,,Avalanche
Zach Werenski,2020-21 Upper Deck Dazzlers Blue #DZ-14,Insert,,Blue Jackets
Sidney Crosby,2020-21 Upper Deck Dazzlers Blue #DZ-33,Insert,,Penguins
Brad Marchand,2020-21 Upper Deck Dazzlers Blue #DZ-4,Insert,,Bruins
Jack Hughes,2020-21 Upper Deck Dazzlers Blue #DZ-78,Insert,,Devils
Mark Scheifele,2020-21 Upper Deck Dazzlers Green #DZ-100,Insert,,Jets
Patrick Kane,2020-21 Upper Deck Dazzlers Green #DZ-11,Insert,,Blackhawks
Patrice Bergeron,2020-21 Upper Deck Dazzlers Green #DZ-54,Insert,,Bruins
Tyler Bertuzzi,2020-21 Upper Deck Dazzlers Green #DZ-69,Insert,,Red Wings
Nico Hischier,2020-21 Upper Deck Dazzlers Green #DZ-77,Insert,,Devils
Brock Nelson,2020-21 Upper Deck Dazzlers Green #DZ-80,Insert,,Islanders
Jake Guentzel,2020-21 Upper Deck Dazzlers Green #DZ-85,Insert,,Penguins
Victor Hedman,2020-21 Upper Deck Dazzlers Green #DZ-89,Insert,,Lightning
Patrik Laine,2020-21 Upper Deck Dazzlers Orange #DZ-112,Insert,,Blue Jackets
Ryan Nugent-Hopkins,2020-21 Upper Deck Dazzlers Orange #DZ-117,Insert,,Oilers
Sergei Bobrovsky,2020-21 Upper Deck Dazzlers Orange #DZ-118,Insert,,Panthers
Kirill Kaprizov,2020-21 Upper Deck Dazzlers Orange #DZ-122,Insert,,Wild
Joe Thornton,2020-21 Upper Deck Dazzlers Orange #DZ-140,Insert,,Maple Leafs
William Nylander,2020-21 Upper Deck Dazzlers Orange #DZ-142,Insert,,Maple Leafs
Leon Draisaitl,2020-21 Upper Deck Dazzlers Orange #DZ-19,Insert,,Oilers
Nick Suzuki,2020-21 Upper Deck Dazzlers Orange #DZ-25,Insert,,Canadiens
Brady Tkachuk,2020-21 Upper Deck Dazzlers Orange #DZ-31,Insert,,Senators
Nikita Kucherov,2020-21 Upper Deck Dazzlers Orange #DZ-40,Insert,,Lightning
Alex Ovechkin,2020-21 Upper Deck Dazzlers Orange #DZ-47,Insert,,Capitals
Tyler Bertuzzi,2020-21 Upper Deck Dazzlers Orange #DZ-69,Insert,,Red Wings
Cale Makar,2020-21 Upper Deck Dazzlers Pink #DZ-13,Insert,,Avalanche
Zach Werenski,2020-21 Upper Deck Dazzlers Pink #DZ-14,Insert,,Blue Jackets
Evgeni Malkin,2020-21 Upper Deck Dazzlers Pink #DZ-34,Insert,,Penguins
Steven Stamkos,2020-21 Upper Deck Dazzlers Pink #DZ-38,Insert,,Lightning
Alexis Lafreniere,2020-21 Upper Deck HoloGrFx Gold #HG-10,Insert,,Rangers
Ilya Sorokin,2020-21 Upper Deck HoloGrFx Gold #HG-9,Insert,,Islanders
Jack Eichel,2020-21 Upper Deck MVP 20th Anniversary Second Star #4,Insert,007/100,Sabres
Connor McDavid,2020-21 Upper Deck MVP Colors & Contours #1,Insert,246/250,Oilers
Mitch Marner,2020-21 Upper Deck MVP Colors & Contours #15,Insert,056/250,Maple Leafs
Evgeni Malkin,2020-21 Upper Deck MVP Colors & Contours #20,Insert,188/250,Penguins
Henrik Lundqvist,2020-21 Upper Deck MVP Colors & Contours #30,Insert,007/250,Rangers
Jason Robertson,2020-21 Upper Deck MVP Colors & Contours #72,Insert,124/250,Stars
Nikita Kucherov,2020-21 Upper Deck MVP Colors & Contours #86,Insert,063/250,Lightning
Patrick Kane,2020-21 Upper Deck MVP Colors & Contours #88,Insert,014/250,Blackhawks
Jake Guentzel,2020-21 Upper Deck MVP Colors & Contours #92,Insert,247/250,Penguins
Connor McDavid,2020-21 Upper Deck MVP Mirror Mirror #MM-1,Insert,,Oilers
Brandon Hagel,2020-21 Upper Deck Overtime Blue #114,Parallel,,Blackhawks
Brandon Hagel,2020-21 Upper Deck Stature #182,Base,366/399,Blackhawks
Artemi Panarin,2020-21 Upper Deck Tim Hortons Gold Etchings #G-11,Parallel,,Rangers
Leon Draisaitl,2020-21 Upper Deck Tim Hortons Gold Etchings #G-14,Parallel,,Oilers
Nathan MacKinnon,2020-21 Upper Deck Tim Hortons Gold Etchings #G-5,Insert,,Avalanche
Mark Scheifele,2020-21 Upper Deck Tim Hortons Red Die-Cut #DC-12,Insert,,Jets
Patrick Kane,2020-21 Upper Deck Tim Hortons Red Die-Cut #DC-40,Parallel,,Blackhawks
Connor McDavid,2020-21 Upper Deck Tim Hortons Red Die-Cut #DC-44,Parallel,,Oilers
Kyle Connor,2020-21 Upper Deck Tim Hortons Red Die-Cut #DC-46,Insert,,Jets
Brandon Hagel,2020-21 Upper Deck Trilogy Level 2 #98,Base,398/499,Blackhawks
Nathan MacKinnon,2020-21 Upper Deck UD Canvas #C20,Parallel,,Avalanche
Brandon Hagel,2020-21 Upper Deck UD Canvas #C221,Parallel,,Blackhawks
Alexis Lafreniere,2020-21 Upper Deck UD3 #UD3-31,Insert,0423/1000,Rangers
Ilya Sorokin,2020-21 Upper Deck UD3 #UD3-34,Insert,0010/1000,Islanders
Sidney Crosby,2021-13 Fleer Retro 1996-97 Flair Showcase Row 2 Design #14,Insert,,Penguins
Cole Caufield,2021-22 Metal Universe Blue Spectrum #200,Parallel,,Canadiens
Carey Price,2021-22 Metal Universe Planet Metal #PM-15,Insert,,Canadiens
Ryan Getzlaf,2021-22 Metal Universe Precious Metal Gems #46,Parallel,039/100,Mighty Ducks
Cole Caufield,2021-22 Metal Universe Premium Prospects Sapphire #PP-1,Insert,,Canadiens
Nathan MacKinnon,2021-22 Metal Universe The Cheddar #TC-10,Insert,,Avalanche
Cole Caufield,2021-22 SP #124,Base,0579/1199,Canadiens
Quinn Hughes,2021-22 SP Authentic Limited Red #27,Parallel,,Canucks
Cale Makar,2021-22 SP Authentic Pageantry #P-24,Insert,,Avalanche
Steven Stamkos,2021-22 SP Authentic Pageantry #P-34,Insert,,Lightning
Quinn Hughes,2021-22 SP Authentic Pageantry #P-9,Insert,,Canucks
Jason Robertson,2021-22 SP Authentic Profiles Gold Patterned Foilboard #AP-8,Insert,,Stars
Cole Caufield,2021-22 SP Foilboard #124,Parallel,,Canadiens
Lucas Raymond,2021-22 SP Game Used Edition Authenitc Rookies #RC-18,Insert,084/999,Red Wings
Quinton Byfield,2021-22 SP Game Used Edition Authenitc Rookies #RC-20,Insert,206/999,Kings
Nikita Kucherov,2021-22 SP Game Used Edition Purity #P-3,Insert,094/150,Lightning
Teemu Selanne,2021-22 SP Game Used Edition Purity #P-48,Insert,143/150,Mighty Ducks
Patrick Kane,2021-22 Spx Radiance FX #RFX-8,Insert,002/150,Blackhawks
Brad Marchand,2021-22 Spx Radiance FX Red #RFX-6,Insert,002/150,Bruins
Cole Caufield,2021-22 Ultra Rainbow Foil #239,Parallel,,Canadiens
Matt Boldy,2021-22 Upper Deck AHL Exclusives #3,Parallel,083/100,Wild
Jason Robertson,2021-22 Upper Deck Allure Rainbow Green-Blue #R-60,Insert,173/299,Stars
Cole Caufield,2021-22 Upper Deck Allure Rainbow Red-Orange #R-50,Insert,,Canadiens
Jack Hughes,2021-22 Upper Deck Clear Cut #110,Parallel,,Devils
Jack Eichel,2021-22 Upper Deck Clear Cut #22,Parallel,,Sabres
Ryan Getzlaf,2021-22 Upper Deck Clear Cut #252,Parallel,,Mighty Ducks
Patrick Kane,2021-22 Upper Deck Clear Cut #292,Parallel,,Blackhawks
Nathan MacKinnon,2021-22 Upper Deck Clear Cut #298,Parallel,,Avalanche
Evgeni Malkin,2021-22 Upper Deck Clear Cut #389,Parallel,,Penguins
Nikita Kucherov,2021-22 Upper Deck Clear Cut #412,Parallel,,Lightning
Mitch Marner,2021-22 Upper Deck Clear Cut #417,Parallel,,Maple Leafs
Quinn Hughes,2021-22 Upper Deck Clear Cut #425,Parallel,,Canucks
Jason Robertson,2021-22 Upper Deck Clear Cut #62,Parallel,,Stars
Brandon Hagel,2021-22 Upper Deck Credentials Debut Ticket Access #89,Insert,252/999,Blackhawks
Jason Robertson,2021-22 Upper Deck Dazzlers Blue #DZ-16,Insert,,Stars
Joe Pavelski,2021-22 Upper Deck Dazzlers Blue #DZ-17,Insert,,Sharks
Connor McDavid,2021-22 Upper Deck Dazzlers Blue #DZ-19,Insert,,Oilers
Spencer Knight,2021-22 Upper Deck Dazzlers Blue #DZ-21,Insert,,Panthers
Cole Caufield,2021-22 Upper Deck Dazzlers Blue #DZ-25,Insert,,Canadiens
Mitch Marner,2021-22 Upper Deck Dazzlers Blue #DZ-41,Insert,,Maple Leafs
Quinn Hughes,2021-22 Upper Deck Dazzlers Blue #DZ-95,Insert,,Canucks
Seth Jarvis,2021-22 Upper Deck Dazzlers Green #DZ-108,Parallel,,Hurricanes
Alex DeBrincat,2021-22 Upper Deck Dazzlers Green #DZ-11,Insert,,Blackhawks
Nikita Kucherov,2021-22 Upper Deck Dazzlers Green #DZ-140,Insert,,Lightning
Jason Robertson,2021-22 Upper Deck Dazzlers Green #DZ-16,Insert,,Stars
Joe Pavelski,2021-22 Upper Deck Dazzlers Green #DZ-17,Insert,,Stars
Connor McDavid,2021-22 Upper Deck Dazzlers Green #DZ-19,Insert,,Oilers
Artemi Panarin,2021-22 Upper Deck Dazzlers Green #DZ-31,Insert,,Rangers
Steven Stamkos,2021-22 Upper Deck Dazzlers Green #DZ-39,Insert,,Lightning
Mitch Marner,2021-22 Upper Deck Dazzlers Green #DZ-41,Insert,,Maple Leafs
Alex Ovechkin,2021-22 Upper Deck Dazzlers Green #DZ-47,Insert,,Capitals
Kyle Connor,2021-22 Upper Deck Dazzlers Green #DZ-49,Insert,,Jets
Mikko Rantanen,2021-22 Upper Deck Dazzlers Green #DZ-61,Insert,,Avalanche
Ryan Nugent-Hopkins,2021-22 Upper Deck Dazzlers Green #DZ-71,Insert,,Oilers
Anze Kopitar,2021-22 Upper Deck Dazzlers Green #DZ-74,Insert,,Kings
Evgeni Malkin,2021-22 Upper Deck Dazzlers Green #DZ-86,Insert,,Penguins
Sebastian Aho,2021-22 Upper Deck Dazzlers Green #DZ-9,Insert,,Hurricanes
William Karlsson,2021-22 Upper Deck Dazzlers Green #DZ-96,Insert,,Golden Knights
Nikolaj Ehlers,2021-22 Upper Deck Dazzlers Green #DZ-99,Insert,,Jets
Alex DeBrincat,2021-22 Upper Deck Dazzlers Orange #DZ-11,Insert,,Blackhawks
Jason Robertson,2021-22 Upper Deck Dazzlers Orange #DZ-16,Insert,,Stars
Connor McDavid,2021-22 Upper Deck Dazzlers Orange #DZ-19,Insert,,Oilers
Matthew Barzal,2021-22 Upper Deck Dazzlers Orange #DZ-30,Insert,,Islanders
Steven Stamkos,2021-22 Upper Deck Dazzlers Orange #DZ-39,Insert,,Lightning
Kyle Connor,2021-22 Upper Deck Dazzlers Orange #DZ-49,Insert,,Jets
Roope Hintz,2021-22 Upper Deck Dazzlers Orange #DZ-65,Insert,,Stars
Evgeni Malkin,2021-22 Upper Deck Dazzlers Orange #DZ-86,Insert,,Penguins
Cale Makar,2021-22 Upper Deck Dazzlers Pink #DZ-14,Insert,,Avalanche
Steven Stamkos,2021-22 Upper Deck Dazzlers Pink #DZ-39,Insert,,Lightning
Evgeni Malkin,2021-22 Upper Deck Dazzlers Pink #DZ-86,Insert,,Penguins
Trevor Zegras,2021-22 Upper Deck Dazzlers Red #DZ-1,Insert,,Mighty Ducks
Joe Pavelski,2021-22 Upper Deck Dazzlers Red #DZ-17,Insert,,Stars
Nick Suzuki,2021-22 Upper Deck Dazzlers Red #DZ-26,Insert,,Canadiens
Artemi Panarin,2021-22 Upper Deck Dazzlers Red #DZ-31,Insert,,Rangers
Sidney Crosby,2021-22 Upper Deck Dazzlers Red #DZ-35,Insert,,Penguins
Tomas Hertl,2021-22 Upper Deck Dazzlers Red #DZ-37,Insert,,Sharks
Kyle Connor,2021-22 Upper Deck Dazzlers Red #DZ-49,Insert,,Jets
Connor Hellebuyck,2021-22 Upper Deck Dazzlers Red #DZ-50,Insert,,Jets
Martin Necas,2021-22 Upper Deck Dazzlers Red #DZ-58,Insert,,Hurricanes
Mikko Rantanen,2021-22 Upper Deck Dazzlers Red #DZ-61,Insert,,Avalanche
Ryan Nugent-Hopkins,2021-22 Upper Deck Dazzlers Red #DZ-71,Insert,,Oilers
Evgeni Malkin,2021-22 Upper Deck Dazzlers Red #DZ-86,Insert,,Penguins
Erik Karlsson,2021-22 Upper Deck Dazzlers Red #DZ-87,Insert,,Sharks
Philipp Kurashev,2021-22 Upper Deck Exclusives #42,Parallel,043/100,Blackhawks
William Nylander,2021-22 Upper Deck Game Jersey #GJ-WN,Game Used,,Maple Leafs
Connor McDavid,2021-22 Upper Deck Honor Roll #HR-18,Insert,,Oilers
Connor McDavid,2021-22 Upper Deck Hundo P #HP-1,Insert,,Oilers
Sidney Crosby,2021-22 Upper Deck Hundo P #HP-9,Insert,,Penguins
Cole Caufield,2021-22 Upper Deck Ice #122,Base,,Canadiens
Aleksander Barkov,2021-22 Upper Deck Ice Green #10,Parallel,,Panthers
Mitch Marner,2021-22 Upper Deck Ice Green #100,Parallel,,Maple Leafs
Cole Caufield,2021-22 Upper Deck Ice Green #122,Parallel,,Canadiens
Zach Werenski,2021-22 Upper Deck Ice Green #25,Parallel,,Blue Jackets
Nikita Kucherov,2021-22 Upper Deck Ice Green #26,Parallel,,Lightning
Mikko Rantanen,2021-22 Upper Deck Ice Green #35,Parallel,,Avalanche
Anze Kopitar,2021-22 Upper Deck Ice Green #37,Parallel,,Kings
Nick Suzuki,2021-22 Upper Deck Ice Green #40,Parallel,,Canadiens
Quinn Hughes,2021-22 Upper Deck Ice Green #46,Parallel,,Canucks
Connor Hellebuyck,2021-22 Upper Deck Ice Green #53,Parallel,,Jets
Steven Stamkos,2021-22 Upper Deck Ice Green #75,Parallel,,Lightning
Patrick Kane,2021-22 Upper Deck Ice Green #8,Parallel,,Blackhawks
Brad Marchand,2021-22 Upper Deck Ice Green #83,Parallel,,Bruins
Steven Stamkos,2021-22 Upper Deck MVP Colors and Contours #12,Parallel,210/250,Lightning
Jack Eichel,2021-22 Upper Deck MVP Colors and Contours #42,Parallel,247/250,Sabres
Kyle Connor,2021-22 Upper Deck MVP Colors and Contours #57,Parallel,040/250,Jets
Patrick Kane,2021-22 Upper Deck MVP Colors and Contours #6,Parallel,212/250,Blackhawks
Nathan MacKinnon,2021-22 Upper Deck MVP Colors and Contours #7,Parallel,185/250,Avalanche
Zach Werenski,2021-22 Upper Deck MVP Colors and Contours #78,Parallel,239/250,Blue Jackets
Cole Caufield,2021-22 Upper Deck Rookie Class Red #RC-15,Insert,,Canadiens
David Pastrnak,2021-22 Upper Deck Tim Hortons Gold Etchings #G-11,Insert,,Bruins
Nathan MacKinnon,2021-22 Upper Deck Tim Hortons Gold Etchings #G-15,Insert,,Avalanche
Auston Matthews,2021-22 Upper Deck Tim Hortons Gold Etchings #G-4,Insert,,Maple Leafs
Nathan MacKinnon,2021-22 Upper Deck Tim Hortons Hockey Heroes #H-20,Insert,,Avalanche
Mark Scheifele,2021-22 Upper Deck Tim Hortons NHL Canvas #C-9,Parallel,,Jets
Jack Hughes,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-13,Insert,,Devils
Jack Eichel,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-19,Insert,,Sabres
Connor McDavid,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-21,Insert,,Oilers
Brad Marchand,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-22,Insert,,Bruins
Steven Stamkos,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-23,Insert,,Lightning
Johnny Gaudreau,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-32,Insert,,Flames
Evgeni Malkin,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-38,Insert,,Penguins
Alex Ovechkin,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-4,Insert,,Capitals
